brand,discounted_price,product_name,retail_price,uniq_id
Regular,399,Liba Women's Printed Casual Shirt,699,5765200889fb83dad43c5aa12ac96406
Regular Fit,299,Cottinfab Women's Checkered Casual Shirt,899,edc21c7ae3c5181a678c45ba4ac2aba9
Regular,499,Bedazzle Women's Animal Print Casual Shirt,1200,3ab7f386a836c0de9794ff5351de6082
Miss,399,Miss Rich Women's Solid Casual Shirt,799,6511cd9c593d1101f87ac29cfd3b58aa
Beingwomen,168,Beingwomen Alloy Bangle Set,850,55db876a65d3f81c4ef97a3a7e9042e0
Ethnic Jewels,417,Ethnic Jewels Alloy Yellow Gold Bangle Set,2089,f25af1474879f7a416028dbd8aafd08b
Kuhuk,330,Kuhuk Plastic Bangle Set,1600,2c1d312f7076ca35480219c507a7f13e
Slim Fit,399,Folklore Women's Printed Festive Shirt,799,ad1f284021416c377e6d8d12e80654d7
Regular Fit,449,Silly People Women's Solid Casual Shirt,899,c886f4b6034c5ac03fc61d4af8eb7cb7
Hapuka,499,Hapuka Women's Checkered Casual Shirt,998,85e4902ad4217bd5881f625c572e267e
Regular,240,Cool Quotient Women's Solid Casual Shirt,799,1e7f5c304cd161c66b2054ad0c215ede
Regular,499,From the Ramp Women's Printed Casual Shirt,1199,927272ad1b403e34166008bcd2b1a7cd
Praniti,500,Praniti Wood Bangle,500,bbdb50c4e5b484f4deb7a7649108b204
Sukkhi,449,Sukkhi Brass Yellow Gold Bangle Set,1763,003fccc2bd5cfb835f14192710eb4990
Regular,479,Cherymoya Women's Solid Casual Shirt,799,b407de8032517165510cab4d81b5a066
Bombay,479,Bombay High Women's Solid Formal Shirt,799,b7d2abf0582b2ec56f64f20ef5803dbd
Slim,349,Miss Rich Women's Solid Casual Shirt,699,817adcd6579003f5449acd100a0a0da9
Slim,497,Avenster Women's Solid Casual Shirt,899,8883fb3cec786454e3cb392b0ac676ed
Sukkhi,449,Sukkhi Brass Yellow Gold Bangle Set,1763,38e1939b856c937659e56a8dab2cfa41
Regular Fit,499,People Women's Solid Casual Shirt,999,37f685800aad870b3c95ff0f1c03e32b
Regular Fit,304,Being Fab Women's Solid Casual Shirt,1099,b48d3c7aad87f6279aa99fa324934d2f
regular,499,Entease Women's Solid Casual Shirt,999,3c45c5f4e4cfd93ae18b24f3e9667caa
HKJ,269,HKJ Metal Bangle Set,999,7a2752157038efb856f9938d4bfe0940
Slim,399,Bombay High Women's Striped Formal Shirt,799,4129dc59831ac9dfd9fba0bf89c2be26
Regular Fit,449,Identiti Women's Solid Casual Shirt,899,57c09607dd8f8d1ddb4094022831627e
Viva Fashions,900,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle,900,a2f14c69402bf2508cc7f9ddeccc4bd1
Kalaai,625,Kalaai Lac Bangle Set,625,6df1de81d59f793fc1534625c7d43a44
Dazzgear,275,Dazzgear Women's Printed Casual Shirt,549,b75d9dcb4460c3f7c2194842cad92958
Mrigya,399,Mrigya Alloy Bangle Set,1378,3a883c719265985aac9b3747826cf719
Aayat,349,Aayat Brass Zircon Bangle Set,1299,11262f1fa5c3294c2dcbb1335404a9fc
Aayat,349,Aayat Brass Zircon Bangle Set,1299,5780e5855c0615bb7c340163be7f12b6
Mrigya,399,Mrigya Alloy Bangle Set,1378,fffe208fe08b938e4eda78727a99111d
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,f4525f18f400311990dbc6cab092cce4
Being,329,Being Fab Women's Checkered Casual Shirt,999,b7561bfcac791e0a4e3601e304f24d90
Slim,499,Blenni Women's Solid Casual Shirt,1299,928c4e85ee9d243a8341657bff105f11
Fast,499,Fast N Fashion Women's Checkered Casual Shirt,999,fa2f256d659c4159ba09a1ffd62fe29c
Casual,439,Dinero Women's Solid Casual Shirt,1199,5f3ea9791f7e82745456bb64223cb627
X Gold India,350,X Gold India Brass Bangle,917,9d410b8ee6d5e5d66586ff4c2a4a2ff4
Vivaa,799,Vivaa Casual Printed Women's Kurti,2499,dfcaa5c9a81465f87290e320e1ec8d78
Sharani,199,Sharani Yellow Gold Yellow Gold 22 Bangle,1000,e7af68394ab98a0793a92cceb79f4668
Slim,499,Kaaryah Women's Striped Formal Shirt,2499,68b73e940e6417f036905b1c6a31cf87
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999,cc6c4f46f708a9163cc5c66db790bbd7
Vedika Jewellery,349,Vedika Jewellery Alloy Bangle Set,1299,1ed8c913f4540f56a5555e3aad094517
Regular,399,Miss Rich Women's Solid Casual Shirt,799,7ae1c4eddc606969440dcec877174663
Slim,499,Leafe Women's Printed Casual Shirt,1299,e78b89edb56b4ddee95a76182c545f53
Meira,249,Meira Women's Printed Party Shirt,499,c24d41866081adf46722da327d1d3aff
Regular,449,Wisstler Women's Floral Print Casual Shirt,799,998917644af75451702f3949a4d9a731
Regular,479,Harpa Women's Solid Party Shirt,1199,96543c1d32bf4c2e9824e3c94f755dc6
Kuhuk,440,Kuhuk Plastic Bangle Set,2000,f2230ee3dc6fdb585b262472a83b0ca2
Regular,388,Oxolloxo Women's Solid Party Shirt,1295,8208185f6c6ec86a7efcddc61a776266
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999,c83c526240ad00e11a31bbb0ad7f8fb9
Prisha,420,Prisha Alloy Yellow Gold Bangle Set,2100,7ec76b8b188b43bdee1d5d416cebbc98
Slim,297,Kiosha Women's Solid Casual Shirt,1199,8494dcfc5730c06094817b521b2f8d88
Camy,399,"Camy Alloy, Metal 18K Yellow Gold Bangle Set",1499,5c75a2ccba97e9eea41b3c76f7c59c89
Regular,550,India Inc Women's Floral Print Casual Shirt,1040,1e3de9875a4f81cac5b933cecdee32da
Regular,499,Meira Women's Striped Party Reversible Shirt,999,041b33e3feaffb2b7775c53b689f13f1
Identiti,499,Identiti Women's Printed Casual Shirt,999,d8328543921d09d643e36a63b2ab0dfa
Aayat,349,Aayat Brass Zircon Bangle Set,1299,30b0364af2003e0da3de5ed4980bf09a
Regular,202,Anasazi Women's Printed Casual Shirt,449,759a1fbbe0a5d18fedac1cfca3498f3a
Regular Fit,498,NGT Women's Solid Formal Shirt,1099,0765049b5d19da9458c4ca4c6177e49c
Being,429,Being Fab Women's Solid Casual Shirt,1099,9acf49910276627949c4e5973b0f1888
Regular Fit,347,Lamora Women's Solid Casual Shirt,699,11753aa50902bcbd2f0cc06019483bd1
Regular,499,Goodwill Impex Women's Printed Casual Shirt,1200,61fc75a369d2722bd78e6109a4ace3a9
Sukkhi,429,Sukkhi Copper Yellow Gold Bangle Set,1630,8618c90af3fa057b6565b421a7fcd69f
Slim,499,Gmi Women's Solid Casual Shirt,999,05caf37b39bb68ec410d58eeffaeb368
Vedika Jewellery,399,Vedika Jewellery Alloy Bangle Set,1299,2c6c91a31f3d7a2fdb80c5c8419cdf8b
Praniti,500,Praniti Resin Bangle Set,500,77c9d0a1e72c826e81dbccf668f5eb1d
Bedazzle,499,Bedazzle Women's Checkered Casual Shirt,1000,c52394a1f61b99d045350d022ae85f99
Tradeyard Impex,250,Tradeyard Impex Alloy Bangle,799,cb688a49b73cc2b5764eb1e6378353ed
Slim,449,Ishin Women's Solid Party Shirt,799,573710c3cff6df8d63346b5b3ab19487
Regular,324,Tokyo Talkies Women's Solid Casual Shirt,649,915604553a95741a21fe15a0845f7fa4
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,f18355058b022947b8adf2ae9b2396ea
Sukkhi,449,Sukkhi Brass Yellow Gold Bangle Set,1797,30917e2ad34705bd22681bef952bb8b5
Slim,499,Blenni Women's Solid Casual Shirt,1299,a58320da83ca9e563715f5dc15730dcc
Viva Fashions,680,Viva Fashions Alloy Rhodium Bangle Set,680,83befcf77506f22cc895c7b1b4733e43
Regular,499,Orange Plum Women's Floral Print Casual Shirt,999,2e3149f8282ff8d531cc3ad8fa7ac381
Slim,499,Bombay High Women's Polka Print Formal Shirt,999,1e1c919372308a5ac4e3323b5f2235b4
Candies,494,Candies by Pantaloons Casual Sleeveless Solid Women's Top,899,06235700da1d4eb169bc5012ed0994a6
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,53c17bbd382c1bb16e05b16e7eee757c
Regular,399,Miss Rich Women's Solid Casual Shirt,799,16e15be9f3c9803633c6acd8dbae12fd
Regular,499,From the Ramp Women's Solid Casual Shirt,1399,623c646d55f2c22c45b9d8d0fbffa7d0
Viva Fashions,750,Viva Fashions Alloy Pearl Rhodium Bangle Set,750,d84d5efe4b9795792163cb53f1cedb7f
Sukkhi,429,Sukkhi Copper Yellow Gold Bangle Set,1585,a83c56bd4f52c8974126843088a9be62
Slim,499,Dinero Women's Solid Casual Reversible Shirt,999,51febb9e8c3028652d45c2faf794e485
Regular,399,My Addiction Women's Geometric Print Casual Shirt,799,aa3e181bdc726d2a67fb175a30171e68
Aavaya,450,Aavaya Fashion Graphic Print Women's Regular Skirt,1199,59124155299e071ace66311dbe8c677b
JANKI JEWELLERS,399,JANKI JEWELLERS Alloy Pearl Rhodium Bangle Set,1499,9841f677a8fa9dfa352ae4edee9697e9
Regular,247,Anasazi Women's Floral Print Casual Shirt,549,f93232027f591f060602b0d723321704
Slim,348,Kcrimson Women's Checkered Casual Shirt,700,237f914f368e9cd96f73a458d59a2e20
Regular,349,Being Fab Women's Solid Casual Shirt,1099,7d864de3620711b6d070b44175e2f257
Regular Fit,899,Ruhaan's Women's Printed Casual Shirt,999,a03901858cb5e98ea67e852b3e9e01b6
Regular,349,Eva De Moda Women's Graphic Print Casual Shirt,649,edf2464230e5224638c2e4cf69140a97
Kalaai,675,Kalaai Lac Bangle Set,675,fd663d629aec5ae7fb16c8dae1942345
Regular,445,Antilia Femme Women's Solid Casual Reversible Shirt,1099,b3e449c1415c283cc101de8d841295be
Regular,629,People Women's Checkered Casual Shirt,899,5b97821cda53628d0d09e5f83ae39432
Regular Fit,449,People Women's Checkered Casual Shirt,899,5bc57ec5b4aa62963ffd0213f3714691
Regular Fit,499,Entease Women's Solid Casual Shirt,1099,387fcce410a123886646a6516bfaf00c
Ethnic Jewels,199,Ethnic Jewels Alloy Bangle Set,996,f9b6b6dd3c40f7cda0d7a9b71fd185fc
Slim,499,Kasturi Women's Checkered Casual Shirt,1699,59fb458964e630e3e6ea6cb71ec9977b
Slim,482,Kaaryah Women's Printed Casual Shirt,1930,6d88e6e3e1d5880140095d48559477f5
Vitally,792,Vitally Clothing Casual Printed Women's Kurti,1650,4b446345826180ac9203650e76295603
Slim,350,Vama Women's Polka Print Casual Shirt,599,ad81efeb2cb125d81cdc91252326e4f1
Slim,499,Blenni Women's Solid Casual Shirt,1299,1818d3df92bba477caec13581383e006
VK Jewels,559,VK Jewels Alloy Cubic Zirconia Yellow Gold Bangle Set,1933,e1135bd6b969fb0402f56765f514ae2a
Regular,399,GoodwillImpex Women's Solid Casual Shirt,800,7aa41bea46b7bd73554bcdb3e9279b58
Slim,475,Mask Lifestyle Women's Printed Casual Shirt,999,7ae097199a836b59252195367a9d7a20
Nirosha,149,Nirosha Alloy Bangle Set,799,1be9bf68a6470fe0e1cf9c2818da49e6
Regular,375,Fabpoppy Women's Printed Casual Shirt,725,ec1257c5be738133eecbbe91f9a0d395
Regular Fit,349,People Women's Printed Casual Shirt,699,5aca54c11ff0974631e87ef61f5c01cd
Slim,499,Blenni Women's Solid Casual Shirt,1299,4baf9f73a5df5266bdb39a4dc0d47393
Viva Fashions,900,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,900,2c839719010596d8b29721e6f98b250b
VK Jewels,448,VK Jewels Alloy Yellow Gold Bangle Set,1563,8e52591e603163c70a4302bd2d3648f4
Shining Diva,499,Shining Diva Alloy Bracelet Set,2495,cc883f5a24f4260e919edf0f5a742f37
Slim Fit,404,Lee Cooper Women's Solid Casual Shirt,899,1814e355fd6a5b2666efd5b5ca6ccba8
Kalaai,725,Kalaai Lac Bangle Set,725,989056962aacfef9245dc19702dac495
Awari,228,Awari Metal Bangle Set,799,a24b36119c80bce586a6d9c3ee499caa
Vaishali Bindi and Bangles,279,Vaishali Bindi and Bangles Alloy Bangle,799,b319f502b9f5a412d518c99c88da246f
Parisha,379,"Parisha Cotton Self Design, Printed Salwar Suit Dupatta Material",1099,70b081ca6ccf3f7a93da102f373f40ee
Parisha,429,"Parisha Cotton Self Design, Printed Salwar Suit Dupatta Material",1399,490cddd51eff6053eb04f99640edd54c
Parisha,379,"Parisha Cotton Self Design, Printed Salwar Suit Dupatta Material",1099,bc6db9aa716e84a26da7236caaaca81e
Slim,495,Pankhuri For Women Women's Floral Print Casual Shirt,999,56637b12301f9666134e38abe6c912b5
Slim,399,BPT Women's Printed Casual Shirt,1049,5ef047138dd221dbf2d2ed214b837ae7
Regular Fit,550,India Inc Women's Printed Casual Shirt,1040,eb7d163ef08082f765b1a3e1ca28d979
Parisha,379,"Parisha Cotton Self Design, Printed Salwar Suit Dupatta Material",1099,6fa788a5fdeba28848c93fe2e8b70531
Slim,499,Clo Clu Women's Solid Casual Shirt,1199,85a9f7e77c9acc411f6fe05a947d6b82
Amore,149,Amore Abstract Cushions Cover,349,d8032f5b908cc299db61844b79ba48aa
Vanity,419,Vanity Collection Women's Solid Casual Shirt,699,da54fb8b1f9a2fc9e62580124a466f45
Vaishali Bindi and Bangles,499,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",1380,7bf92746bcfd56ddc24d8cc66b482d08
Regular,300,Anasazi Women's Floral Print Casual Shirt,599,087d607c0f73a7edc50ca4e64b68bb3d
Slim,499,Ishin Women's Solid Party Shirt,899,6d6c79845fd8b49bb9a47450b5e19070
Amore,149,Amore Abstract Cushions Cover,349,a44ccf5d9df093d05fd3c0addd44cf76
VK Jewels,361,VK Jewels Alloy Yellow Gold Bangle Set,1270,59ac39b3585dfaa6ebfb1d2d1840950f
Regular Fit,499,Teemoods Women's Solid Casual Shirt,999,cb378f6462aebd3cf87cebd4dc6d5f44
Regular,388,Oxolloxo Women's Solid Party Shirt,1295,ed4ee419d3ce533327a03bc5eb60e16a
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,08549711d7be68561122dcc3f01400ea
Bombay,499,Bombay High Women's Solid Casual Shirt,1399,5be362ecf3dcf6492399dbdbfafc5ff8
Regular,387,DeDe'S Women's Solid Casual Shirt,1399,cf3f9e5a15648af9b3815a51e7e3ed23
Regular,382,Kaaryah Women's Striped Formal Shirt,1911,cee7cfdbfce925bb6ba62a944b18dc3d
Regular,399,Miss Rich Women's Solid Casual Shirt,799,8c9a9a8e936365a9d948e2610f69b1a8
Sukkhi,469,Sukkhi Copper Yellow Gold Bangle Set,1774,2c1bc8400ac2fc8be974bd0975ae8327
Slim,450,Faireno Women's Printed Casual Shirt,950,56eecaee84d9dea9355e6b04c0ae82c9
Regular,449,Orange Plum Women's Floral Print Casual Shirt,1499,b01db2e5b2c22decc4378f115642ad50
Bombay,479,Bombay High Women's Striped Formal Shirt,799,0933cd1202339897c5bcd857ff236ef2
Amore,149,Amore Abstract Cushions Cover,349,d9a7aff35c0145a3a3d3295516652838
Vaishali Bindi and Bangles,299,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",900,b18212d44e6598c5631db5d93200ecec
Aavaya,450,Aavaya Fashion Floral Print Women's Regular Skirt,1199,fba863222e27c40e69aaf483b7762a16
Slim,297,Kiosha Women's Printed Casual Shirt,999,07a3ab96f63501992acb0be5d65727bf
Praniti,500,Praniti Wood Bangle,500,7d28d989702a18fcb2e60efdaf5ad30b
Sukkhi,429,Sukkhi Copper Yellow Gold Bangle Set,1630,b1706e525f4b51a7f4e04948edd2d11a
Slim Fit,474,Folklore Women's Printed Festive Shirt,949,2c5917f868fb0af7a80a04c9902a3993
Regular,350,Aimeon Women's Solid Casual Shirt,1040,33943ab71985291bddf830703196f068
Regular,449,Miss Rich Women's Graphic Print Casual Shirt,899,8a26e6b99e02712622b46f642da57bf4
Regular,252,Anasazi Women's Animal Print Casual Shirt,559,7e9d26fb17219a91eacb923f923ad3a4
Regular,465,Jazzy Ben Women's Printed Casual Shirt,995,e3a6e401e2217947585ea3a6cb56a505
Classique Designer Jewellery,399,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,1499,c950af2ed7ac18a9154e04dfcfd335af
Slim,475,Femella Women's Printed Casual Shirt,950,bc3cca33dd928e8f944cff0fe9dd5b84
Urthn,345,Urthn Alloy Brass Bangle Set,999,fe0e00fa6cd3c941b3d8282d05ab874a
Sukkhi,419,Sukkhi Copper Yellow Gold Bangle Set,1597,7ebd4b4b6710392dad81327fd1abeff2
Regular,499,Gmi Women's Self Design Casual Shirt,799,27496f60d836ad471c7a0d3ab23085d3
Cation,449,Cation Women's Printed Casual Shirt,899,90da2c975347bb7a9ddafea4fbc085ad
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,b7e87ca8d7e6cba08bbe5d5413036a86
Slim,399,Duvi Women's Floral Print Casual Shirt,799,9630bde6fc018e654cef9ab9e2b73c94
Bedazzle,499,Bedazzle Women's Checkered Casual Shirt,999,4d77f759fc5e501c6310bb6358b9e1d8
Lamora,347,Lamora Women's Printed Casual Shirt,699,51d4f6da3403888499df89b73b3a60d4
Slim,297,Kiosha Women's Solid Casual Shirt,1299,a1e4098bf6cef211ab7ca71ecf37d9d1
Regular Fit,449,People Women's Checkered Casual Shirt,899,fab4ff8e6b878b537d8163e553c6d1aa
Slim,475,Mask Lifestyle Women's Printed Casual Shirt,999,f247dd456c9dae994e07cea6f4a8aba3
Thegudlook,399,Thegudlook Women's Printed Casual Shirt,799,a2efeeea7a3f878ba0e3fe96626ddc8e
Regular Fit,359,Lee Cooper Women's Floral Print Casual Shirt,799,543612d874ee4713856e03d18bdea501
Regular Fit,349,People Women's Printed Casual Shirt,699,8b822155c586efa595bb86ad58d7fc6d
Slim,467,Indiatrendzs Women's Printed Casual Shirt,1310,6c8497d0aa3b6dfc5a447dbf3100a9f4
Karishma,399,Karishma Women's Solid Formal Shirt,999,aeb16fd21161dec21322347c53fcec33
The Pari,473,The Pari Alloy Yellow Gold Bangle Set,2367,470cff5e002b6d62cbd744cfab56e983
Regular fit,449,L'Elegantae Women's Solid Casual Shirt,899,3600c1aa911c4fef4c761d2dcbf9aa29
Slim,470,Dream Fashion Women's Printed Casual Shirt,799,eff1965c89f13ed779af77297c93d5a7
Sukkhi,449,Sukkhi Copper Yellow Gold Bangle Set,1730,77be07332304637921a5ce205381987a
Kuhuk,152,Kuhuk Plastic Bangle Set,600,d01586e0c5c569e90ee14e95c00fd963
Regular,324,Tokyo Talkies Women's Solid Casual Shirt,649,582e43e2a704e6cf3cb58f4b7e550bd7
Kuhuk,440,Kuhuk Plastic Bangle Set,2000,5119e810c1013ab173147dc079a592a0
Regular,404,"Femninora Women's Solid Casual, Formal Shirt",799,34b0d06f6dc56d02c484e563ac83425d
Slim,250,Blute Women's Solid Casual Shirt,500,b40fca87f04c3baa1e7e2c1e5222bec5
Regular,499,Mast & Harbour Women's Printed Casual Shirt,999,98ee40858427a8b73e307146c23e2887
Regular,349,Buenos Dias Women's Solid Casual Shirt,799,838398364600d1d082db5732d92788fd
Classique Designer Jewellery,499,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,2999,f77c8e9ec962a78f9668d8a8113666c6
Kuhuk,495,Kuhuk Plastic Bangle Set,2000,cf308a7e193cc987cc5274636036d2e4
Regular,449,"Kumi Women's Solid Casual, Festive, Party Shirt",700,2a1402308fcd70d33a05c56353b6f145
Regular,412,"Haute curry by Shoppers Stop Women's Solid, Woven Casual, Formal Shirt",688,4e3f514f4a56a3268acd8027b749a78a
Regular,490,Kashana Fashions Women's Printed Casual Shirt,1899,01cb30b78958b557b2d0dda7e986e35a
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,cc3fd5ff7ba50180cbfc80157c15a8fb
Vedika Jewellery,375,Vedika Jewellery Alloy Bangle Set,1299,10cab0860a6d41caccf780e816d6feca
Sukkhi,369,Sukkhi Copper Yellow Gold Bangle Set,1397,34e4cdd93beb6ac055a9bd60095ab032
Wecart,199,Wecart Alloy Crystal Rose Gold Bangle Set,899,376f9188590e47d359e95f70d4f43749
Regular,499,Stilestreet Women's Printed Casual Shirt,995,c2fd83ad986b71fa0536908da5484b3e
Vaishali Bindi and Bangles,249,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649,474a98f0af11703290fe9056ee4a993e
Vaishali Bindi and Bangles,299,Vaishali Bindi and Bangles Alloy Bangle Set,799,6c590baf0b317f76a6819fcb85a90957
Regular Fit,359,Harpa Women's Floral Print Casual Shirt,899,c191a620bbee10cff9cc1cbeb3ef927b
Slim,397,Avenster Women's Striped Casual Shirt,899,b1aeba574b1e779a7e28046db5a7379c
Slim,379,Cottinfab Women's Solid Casual Shirt,999,264edea4355e3d4c70d1ac219b7cca9b
Vedika Jewellery,375,Vedika Jewellery Alloy Bangle Set,1299,605820731557b3a67227ce493b5cee49
Regular,499,Sbuys Women's Striped Casual Shirt,999,aa060523015b2e809e714e6e626a13fb
Regular,399,Miss Rich Women's Solid Casual Shirt,799,537de9695375f3de6f640dd5fd054658
Bedazzle,499,Bedazzle Women's Checkered Casual Shirt,999,ee408cd91e9e219cf9e5aa28d387f300
VK Jewels,448,VK Jewels Alloy Yellow Gold Bangle Set,1563,a7087810d4ec7048c742e621973e9969
Regular,449,Ishin Designer Studio Women's Solid Casual Shirt,899,8e38e45994a894cdca29bbcea914f459
Desirica,199,Desirica Abstract Cushions Cover,385,be3ef557a690b4485a8a17485feb5107
Regular,474,Tokyo Talkies Women's Printed Casual Shirt,949,7c3b5d5ac840f8f7177f9c606c74d715
I,405,I Am For You Women's Printed Casual Shirt,899,1ed0db797e1c76e584163fc3b5efeaec
Slim,399,BPT Women's Printed Casual Shirt,1049,053688ba78df9db1663a3a12bd691510
Regular,499,Wisstler Women's Printed Casual Shirt,999,96c95100b1c0467d4cc8655d6d111ca7
Slim,297,Kiosha Women's Solid Casual Shirt,1299,af95f3cdfac23494a9d01472ba5e9abf
Regular,374,Oxolloxo Women's Printed Casual Shirt,749,74c449bc7feae60f5049bbf6f100d668
Regular,499,Dressberry Women's Solid Casual Shirt,999,78930a1f02b1391771d72a1b92571b39
Lamora,397,Lamora Women's Checkered Casual Shirt,799,e054c197291c0ccc9ffde99c2cdb8de3
Slim,499,Fbbic Women's Printed Casual Shirt,1099,76b7f61839ae14e543b1fbd4408c0bc6
Regular,450,People Women's Striped Formal Shirt,899,fda112fd7db4b0ef549207d19fcb3cbe
Regular,499,Stilestreet Women's Animal Print Casual Shirt,849,8eaf841098547c0a83d34dbc4c001168
Regular,370,"StylElite Women's Solid Casual, Formal Shirt",599,9ba13374bcfa03279cbbafcc276a8072
Vedika Jewellery,375,Vedika Jewellery Alloy Bangle Set,1299,5e57f11398ce9ba76f914e8b9952e94e
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999,7d73247e590f84df004a48b08901d5ad
Slim,475,Mask Lifestyle Women's Printed Casual Shirt,999,7df6a6995fa752e4d3d34202b968c4a6
Bombay,449,Bombay High Women's Checkered Casual Shirt,1199,a1ec188a239735c8a1702473d49c08e7
Slim,399,BPT Women's Printed Casual Shirt,1049,05457d1aff900c23bce6b1be628f8a4c
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999,2e48cb0d6d0c9cd37c2ad1e9508428ee
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999,a3c9d48db1e12261942c5e473a2ee5d5
Regular,479,"Life by Shoppers Stop Women's Printed Casual, Formal Shirt",799,ee46575e48d1bf1cdd8e4eb7bcd42438
Slim,399,Miss Rich Women's Striped Casual Shirt,799,a35a47584c555cbaf23b18cd6a8b4494
Viva Fashions,750,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,750,59d7742dfbd69be752b791040d6a27f4
Classique Designer Jewellery,199,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,999,8bd2033a70ee10f0494685d6d71ad8d5
Slim,550,India Inc Women's Printed Casual Shirt,1040,23b3d819b442e65d32ff8147a0220efe
Adhira,299,Adhira Alloy Yellow Gold Bangle Set,1799,7c270ffdbda2ff4ca6f470c50796905b
Regular Fit,499,SbuyS Women's Solid Casual Shirt,999,3d73c771ebc1d7cf89b35bec01eb41f8
Khushali,462,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material",1299,08085a9f53d5d4fcc10b596e5d2e3375
Regular,499,Seeyaar Women's Floral Print Casual Shirt,799,6c160fc75b49e22157151fe8f8c6933d
Dilwaa,549,"Dilwaa Cotton Self Design, Printed Salwar Suit Dupatta Material",1399,e5f160321b7d774296867f2aa0cfdcc2
Being,478,Being Fab Women's Striped Casual Shirt,999,6c4dbbf5c70305069e234e2de1545669
Khushali,462,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material",1299,527d9d51391141d7440f35ec3b04baeb
Regular Fit,399,Harpa Women's Floral Print Casual Shirt,999,e8e60e832e9baaab7e5819041d36529a
Kuhuk,414,Kuhuk Plastic Bangle Set,2000,38889a1f320b00f47a908b2fa1f5bd0b
Khushali,470,"Khushali Crepe Self Design, Printed Salwar Suit Dupatta Material",999,42f851ee38cec54c6413ad36850b9690
Regular,399,GoodwillImpex Women's Solid Casual Shirt,800,cf864d379f9af2601b5e2f90c8f45e13
Regular,499,Sbuys Women's Checkered Casual Shirt,999,760eef75da4b48f2bdb3ee59f95a6e5f
Weigel,1188,Weigel & Fox Shoulder Bag,2990,af035ac4bccbb314610947f51174e0a1
Gemz,995,Gemz Tote,1725,b26f6dba224447d488270d0bce4c1cab
My,399,My Addiction Women's Solid Casual Shirt,799,4ad110324df658643b10fb97cca537f1
Khoobee,499,Khoobee Cotton Printed Salwar Suit Dupatta Material,1299,d2a00cd984b70e96fc951c9c8068eaec
Khushali,604,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material",1863,003aebcdcfd3d30bfaec28207d8814bb
Rene,830,Rene Solid Women's Kurti,1185,b4810c41253f3a285db1bfbfa84021ae
Regular,349,Eves Pret A Porter Women's Printed Casual Shirt,1300,5e877532e2b498293eb8c97f7460a7c0
Vaishali Bindi and Bangles,399,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",1300,fb5e9c6374c22897df60b9cde2123a76
Slim,499,Kasturi Women's Checkered Casual Shirt,1699,6059bd0efa840319da0315792cc99364
Dazzgear,275,Dazzgear Women's Floral Print Casual Shirt,549,fea74abc5cdd8e056848a4b6d8a9b716
Regular,318,My Addiction Women's Solid Casual Shirt,649,806f8df8b3fb4824ec64b89ee857cac7
Regular,474,Tokyo Talkies Women's Printed Casual Shirt,949,16c4860ad2ab8d6b3200b14ef0e54bc4
Bhavika,199,Bhavika Brass Bangle Set,1000,9051a1ebda156fc09ef7dcade4dffe8e
Slim,475,Mask Lifestyle Women's Printed Casual Shirt,999,f665c083921f32a1247fb01c134784d1
Tiara Gems,350,Tiara Gems Copper Bangle Set,999,26a56a1f1d12d2291770c14a32a847b4
Regular,499,Thegudlook Women's Printed Casual Shirt,899,3b5fa2fae27507bad956fcf31267e417
Slim,447,Meee Women's Solid Casual Reversible Shirt,895,c0cc3b272cd2207bec3e87b86cd30a10
Regular,449,DressBerry Women's Solid Casual Shirt,899,f74ef02bf585f14647a4f00a6df3ed92
Abqa Hydrabadi Bangle,350,Abqa Hydrabadi Bangle Lac Zircon Bangle,1250,e6bf7e5dc7638b48580e758e3aa1fc0a
