,brand,discounted_price,product_name,retail_price,uniq_id
455,Elson,1595.0,Elson Self Design V-neck Women's Sweater,1595.0,bfdcd09f003dbf6e5a0685029b118545
456,WearYourShine by PCJ,28963.0,WearYourShine by PCJ The Adriyel Gold Diamond 18 K Ring,28963.0,d6883e16c9863a8d09a42c0d06afd7ae
457,Asian Gems & Jewels,872.0,"Asian Gems & Jewels 5.25 Ratti 5 Dhaatu Sterling Silver, Metal, Alloy Coral Ring",1743.0,325c294de01be7e172feb49dc89189be
458,TeeMoods,899.0,TeeMoods Casual Full Sleeve Striped Women's Top,999.0,290c21c415224071316eaa63dc0ebd49
459,TeeMoods,899.0,TeeMoods Casual Full Sleeve Striped Women's Top,999.0,7f2d7f756f5d2163e3fba1f6a1b8de4e
460,Colbrii,700.0,Colbrii Casual Full Sleeve Printed Women's Top,1100.0,9b3b8f9b4f37b726c72b312e5db14aeb
461,KuberBox,8538.0,"KuberBox Ravishing Ring White Gold Diamond, Topaz 14K White Gold 14 K Ring",8538.0,92b9ea96e2bc01863dbe0396ea540f99
462,My,579.0,My Addiction Casual Full Sleeve Embroidered Women's Top,1199.0,f359bb13673c61ddd24664dee5f79d44
463,SFDS,999.0,"SFDS Casual, Formal, Party Full Sleeve Printed Women's Top",2500.0,2f532e42187b928473c00f0c69a6a17a
464,Membooz,689.0,"Membooz Casual, Party Short Sleeve Self Design Women's Top",1200.0,665a24df1812d30a3f77cb4eb6211376
465,Sheezworld,1295.0,Sheezworld Casual Full Sleeve Self Design Women's Top,1295.0,c0a1f6d9899583b07190a1e746ef8b38
466,Karatcraft,28317.0,Karatcraft Wadell Gold Diamond 18 K Ring,42321.0,4f1eaddde3bdfa7e5898e4641e4754b6
467,Karatcraft,20672.0,Karatcraft Twinoh Gold Diamond 18 K Ring,32528.0,26b77888c8408c60006d1b3ff331b5ad
468,Karatcraft,20727.0,Karatcraft Clariz Gold Diamond 18 K Ring,32658.0,8641b2d3d40163708495f9d09a3d0cd5
469,Herberto,971.0,Herberto Girl's A-line Dress,1699.0,d3d0388e29c2a836b00262f13e0eda42
470,Karatcraft,20749.0,Karatcraft Solitana Gold Diamond 18 K Ring,30176.0,5510991070a1e6772052172d81003a3d
471,Karatcraft,20586.0,Karatcraft Celebra Gold Diamond 18 K Ring,32524.0,26fc529ea4d74e57f4a9c7318d72c72a
472,Kids,699.0,Kids On Board Girl's Gathered Dress,1499.0,8fba991927f00f377e1b2dbf1824dd78
473,ABHIRA,699.0,ABHIRA Girl's A-line Dress,1999.0,c72001e7544d808b9804b4ec37465d32
474,Herberto,1025.0,Herberto Girl's High Low Dress,1899.0,ff315b50dc07e7917a261544f0feb063
475,Herberto,949.0,Herberto Girl's A-line Dress,1899.0,f7e634a0ac92e2b2c4243d6dae2bfc25
476,Fasense,439.0,Fasense Women's Nighty,1099.0,6062704061bbe10d03c8a7afeb1283ce
477,Megha,310.0,Megha Casual Short Sleeve Printed Women's Top,310.0,7dd13d04ca61fdd43fdea09e887ed901
478,Karatcraft,42262.0,Karatcraft Duilla Ruby Gold Diamond 18 K Ring,49999.0,368d081ac9efc6d56255fb88cfe185ca
479,Karatcraft,37787.0,Karatcraft Journa Gold Diamond 18 K Ring,45345.0,126a2b4e185c2f7a4908f628c8cb8472
480,CaratLane,31033.0,CaratLane Fantasia Band White Gold Diamond 18 K Ring,31033.0,f53e7a8aaa0889f82c7465fe725eea1e
481,Karigaari,2050.0,Karigaari Set Of 5 Adivasi Doing Merry On Trumpet Showpiece  -  30 cm,4500.0,b1d1076fc8267bdaa6a5d49f4b180ba5
482,WearYourShine by PCJ,29292.0,WearYourShine by PCJ The Sharman Gold Diamond 18 K Ring,29292.0,3d47967be194f6fe89814a62b0ef72f5
483,SFDS,899.0,"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",2599.0,cb27a8177c501261c212397d9491eea0
484,SFDS,899.0,"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",2299.0,87adc80e4c71ee3bce00abd0fa06ef4c
485,SFDS,849.0,"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",2299.0,9dd74ba09308fb38167fa82059be4425
486,SFDS,899.0,"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",2299.0,31be3ce005eb1bb40002737dc7fb0643
487,SFDS,899.0,"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",2299.0,96d63aa58f24fafb164e67d33ca847af
488,Nishtaa,6403.0,Nishtaa Yellow Gold 22 K Ring,6740.0,29cdf5689181b2f86f2c480db525a263
489,SFDS,799.0,"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",1999.0,8697caedde118c4848fad0566646ad45
490,SFDS,999.0,"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",2299.0,a73090bdd5d83d93630caf78ebc437ce
491,Totta,399.0,Totta Pouch for Sony Xperia M5 Dual,799.0,2c96ec1b2c02e4c29bb61d03668478a6
492,Slim,599.0,Lee Mark Men's Solid Formal Shirt,1699.0,fd41178d3e845364fce52914580fd852
493,Kalakruti,480.0,"Kalakruti K Jewellery B Jewelry box, Makeup Vanity Multi Purpose",600.0,6b6c60b36e596339c1443e23f8f7ab5e
494,Karatcraft,30817.0,Karatcraft Trilic Gold Diamond 18 K Ring,48596.0,be42df7c45ea5505cb27c71e981010a3
495,Karatcraft,30741.0,Karatcraft Wadell Gold Diamond 18 K Ring,44226.0,a48082f2eb2ae7b9e1f91303f167fb81
496,YNA,299.0,YNA Aviator Sunglasses,1199.0,fbf96347f0c35de034e8c2b9c6b5740c
497,Ditu&Kritu,399.0,Ditu&Kritu Warrior Aviator Sunglasses,999.0,4a9bbd6df73c3d2da798aaeb314ffa27
498,American,760.0,American Crew Solid Women's Track Pants,799.0,9d87bafdcf94cdef4456fae11542fc7d
499,Allen,1119.0,Allen Solly Girl's Gathered Dress,1599.0,51859c73c20ed8abf623483c14ec7764
500,Abr,449.0,Abr Casual Shoes,499.0,7d922ec823d39e88c5a26e957537c9b5
501,Allen,1399.0,Allen Solly Girl's A-line Dress,1999.0,2ad80021d1c17fbfc75984f47ed2b5a7
502,Allen,1189.0,Allen Solly Girl's Gathered Dress,1699.0,2c12677bc5bda5cabd17dc5a4e8eec07
503,Allen,1469.0,Allen Solly Girl's Shift Dress,2099.0,1c17d0a861c28440fb7589e975a2ad02
504,Petals,1685.0,Petals Girl's Gathered Dress,1685.0,28a29c4d8ec250920e3faf8f95ae9f2b
505,Allen,909.0,Allen Solly Girl's Layered Dress,1299.0,28a6c1189460dcc6962468eb01af6272
506,Karatcraft,34110.0,Karatcraft Donna Gold Diamond 18 K Ring,49542.0,d267f7af81aadac6d1c0d6d39feb5a01
507,Absurd,1095.0,Absurd Full Sleeve Solid Men's Sweatshirt,1375.0,7050697f8923bb5c5d1c799a9c4eab96
508,Escocer,788.0,Escocer Women's Leggings,2394.0,e6f89637a64f732f4c64e9afa7708733
509,Absurd,1650.0,Absurd Full Sleeve Solid Men's Reversible Sweatshirt,1799.0,6dd6559c189df1299495e5ac605c08b6
510,Absurd,1195.0,Absurd Full Sleeve Solid Men's Sweatshirt,1395.0,998626f7d4d23095d9c9f0cce2cc03c7
511,Selfcare,319.0,Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,699.0,8f41719e1c212d3155ba539ee3107fce
512,Selfcare,319.0,Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,699.0,0b2088ddaeda6f9a104172defc352c83
513,WearYourShine by PCJ,23949.0,WearYourShine by PCJ The Melina Gold Diamond 18 K Ring,23949.0,005e8286bfe14a4db4c43e6794be20c1
514,WearYourShine by PCJ,31673.0,WearYourShine by PCJ The Radelle Diamond Gold Diamond Yellow Gold 18 K Ring,31673.0,344ff5b9f6ae8f820810ae9c8db4fa3a
515,WearYourShine by PCJ,31663.0,WearYourShine by PCJ The Helaine Gold Diamond 18 K Ring,31663.0,15bba5aa62ee932c45c47edb8a3f846c
516,Ozel,1200.0,Ozel Studio Casual 3/4 Sleeve Solid Women's Top,2400.0,5f530f3a96833b2c7b7e6d138845d22d
517,Ozel,595.0,Ozel Studio Casual Sleeveless Solid Women's Top,1190.0,31f655d8cce00660c198924ccb5b3f35
518,Shopaholic,499.0,Shopaholic Casual 3/4 Sleeve Solid Women's Top,1299.0,012afb03345b895f4c3619eb4cf5fb4a
519,Fashion,499.0,Fashion Flow+ Women's Leggings,1199.0,71a309e08631b0775b7f65f3c2aa88ea
520,Ozel,2000.0,Ozel Studio Casual Short Sleeve Solid Women's Top,4000.0,996932b6f685cd7c9bf35d55633de3fb
521,Ozel,1050.0,Ozel Studio Casual Full Sleeve Solid Women's Top,1450.0,972b1d7f38c59f218cd598c6f54a5e0d
522,Shilpi,359.0,Shilpi Casual Cape Sleeve Solid Women's Top,499.0,6952b70b2b54f39137af18f02e8b87bd
523,Yepme,399.0,Yepme Casual Short Sleeve Solid Women's Top,999.0,c11744f19b574254004909b877972e00
524,Ozel,999.0,Ozel Studio Casual Sleeveless Solid Women's Top,999.0,37b9048ea6de8af9dd65ed3830bf5b3d
525,Ozel,1015.0,Ozel Studio Casual Full Sleeve Solid Women's Top,1450.0,0e292da6ef4ea26301710552c2fa5b6e
526,CaratLane,31062.0,CaratLane Swish Ray White Gold Diamond 18 K Ring,31062.0,c9dce0336769c73342915057df928cb4
527,WearYourShine by PCJ,20717.0,WearYourShine by PCJ The Maryse Diamond Gold Diamond Yellow Gold 18 K Ring,20717.0,293b14d04dc5bbe88cbc992353f15aca
528,Claude,1299.0,Claude Lorrain Black Casuals Shoes,2750.0,a157d2953bbff7ad8535a2ef67ccabcb
529,Steppings,2589.0,Steppings Running Shoes Casuals Shoes,3699.0,b168c7b936c3ad9d9a02f1bfafa4926d
530,Steppings,2309.0,Steppings Wedges Casuals Shoes,3299.0,e1bcf2d8f9cf870c9d83b64fbfa3d335
531,Steppings,2099.0,Steppings Running Shoes Casuals Shoes,2999.0,914146b77022c4c8bdd31961d3797640
532,Bonzer,399.0,Bonzer Bellies,699.0,fe04020fa6a44c430032ef1a18f7724d
533,Araanz by Tribhovandas Bhimji Zaveri Delhi,12576.0,Araanz by Tribhovandas Bhimji Zaveri Delhi Gold Diamond 18K Yellow Gold 18 K Ring,15720.0,6ae42b269ffc7c89d5e6a5eeed46a2f5
534,Nishtaa,11286.0,Nishtaa Yellow Gold 22 K Ring,11880.0,bb5be79ced7726c80d98ae412f762656
535,Nishtaa,8265.0,Nishtaa Yellow Gold 22 K Ring,8700.0,fc2e49287cd9fd5cfff605a8aff22dc4
536,Gritstones,499.0,Gritstones Solid Women's Track Pants,599.0,945f5557bdb81965d10f38cef8dca745
537,Gritstones,499.0,Gritstones Solid Women's Track Pants,599.0,935ef022ae95f141f4a987af266e84cf
538,Gritstones,499.0,Gritstones Solid Women's Track Pants,599.0,d14bc32eb8430ce98fe306d753845828
539,Gritstones,499.0,Gritstones Solid Women's Track Pants,599.0,0754b91420bcbc9290e474432f7d2d69
540,Tapyti,398.0,Tapyti Casual Sleeveless Solid Women's Top,795.0,8abb7ac2b8d4a0e7eba7b13679702e04
541,Tapyti,681.0,Tapyti Casual Short Sleeve Solid Women's Top,1135.0,50d9ee480ba4a59cfb056c18f75a7211
542,Tapyti,681.0,Tapyti Casual Short Sleeve Solid Women's Top,1135.0,62a05dc8844be56ad9ed9f695e0ee7cc
543,Tapyti,610.0,Tapyti Casual 3/4 Sleeve Solid Women's Top,845.0,874f4860fb0afb6ff491e7241bd88557
544,Tapyti,440.0,Tapyti Casual Sleeveless Solid Women's Top,875.0,1294ea7211d3e1feb0cd8c95db9819ee
545,United,1364.0,United Colors of Benetton Solid Round Neck Casual Women's Sweater,2099.0,3b69dc3d11bf66dc27cf7427023ea702
546,Bonzer,499.0,Bonzer Bellies,999.0,0ca3e131aff651971a6683904575539c
547,Bonzer,499.0,Bonzer Bellies,999.0,f6e2f96183d4d6563e6b3f85d9c4bc79
548,BlueStone,13010.0,BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring,13010.0,ea2e9893e2dd294f495f78308b9408cf
549,Allen,1049.0,Allen Solly Girl's Shift Dress,1499.0,8024f95c025dd369db86473eb903995f
550,Allen,979.0,Allen Solly Girl's Gathered Dress,1399.0,f441b0a502270c9c0a170c19fca43078
551,Ozel,591.0,Ozel Studio Casual Full Sleeve Printed Women's Top,985.0,8920dc64b18fee3f8c5bff5499fd2f5d
552,Ozel,855.0,Ozel Studio Casual Full Sleeve Solid Women's Top,1425.0,4121078e5fa36fe3fedcbbf0950e9851
553,Ozel,645.0,Ozel Studio Casual Sleeveless Printed Women's Top,1290.0,ebd53621ef37807f0d60dbde419a1189
554,Gee,649.0,Gee & Bee Casual Printed Women's Kurti,2164.0,1f772435482dc2469655db107d95f045
555,WearYourShine by PCJ,10213.0,WearYourShine by PCJ The Skyrah Gold Diamond 18 K Ring,10213.0,f6a698c46120ae6718347eebc9241ac3
556,WearYourShine by PCJ,10227.0,WearYourShine by PCJ The Dawnetta Gold Diamond 18 K Ring,10227.0,ba959d47815c73c262dcaefb1cccbf50
557,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,e6eeb39f07f1ad2b81c3f99b4611ec89
558,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,d835d5340ca3046e59b8b6b829a5702b
559,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,bf9ded33f8b7649664ae398ff07036e0
560,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,9aaad169036fb0d1c3b833e35cb0c887
561,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,93a4cd714740bfe20a19780738adca6d
562,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,8b47fff1685a0937fbdfde6aab03b8a8
563,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,8833216c93fab98ca0d75d7cf4a177c4
564,TeeMoods,699.0,TeeMoods Casual Full Sleeve Striped Women's Top,1399.0,8e0da2ef46bd4e0e1a18eea17a749067
565,The,699.0,The Clove Casual 3/4 Sleeve Striped Women's Top,1499.0,66498ec712dd9a570d6b3b96ed54f1c3
566,Nun,585.0,Nun Casual Full Sleeve Striped Women's Top,1195.0,cc9bb70dfe6af483fd0bceddaef148ee
567,Moda,899.0,Moda Vastra Casual 3/4 Sleeve Graphic Print Women's Top,1799.0,9e5cbe13015251992663085d42ab1082
568,Nishtaa,6821.0,Nishtaa Yellow Gold 22 K Ring,7180.0,5599405561a65b267e616d579b818ec3
569,Cation,899.0,Cation Casual 3/4 Sleeve Solid Women's Top,899.0,c5f7edb5fdc7819a15bad275a869a12b
570,Cation,600.0,Cation Casual Short Sleeve Solid Women's Top,1099.0,b6c730cc212ea6ed426cbc0db8f6ae4d
571,Cation,849.0,Cation Casual 3/4 Sleeve Solid Women's Top,2800.0,91d8aee2696ee7698a425d84b1887a7c
572,Nishtaa,7420.0,Nishtaa Yellow Gold 22 K Ring,7810.0,2e147ae9af0687c2f3e42cefd1c4470c
573,Cation,899.0,"Cation Casual Short Sleeve, 3/4 Sleeve Solid Women's Top",2600.0,21543e591acd33c5e4a9aa932ab496f4
574,Shopaholic,499.0,Shopaholic Casual 3/4 Sleeve Solid Women's Top,1299.0,e061c1a2d7bf1b1993bff9ed522989a6
575,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,5c28a80aaa4f12cca8926d84a1130ce1
576,Cation,750.0,Cation Casual 3/4 Sleeve Printed Women's Top,1099.0,f1f97236b0f044a0dd53056a2b060c9c
577,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,385f0e4a73307f8eb0992a4dfdca9471
578,Goddess,719.0,Goddess Women Casual 3/4 Sleeve Solid Women's Top,1199.0,51092fc48bb564d976736d2700699102
579,BownBee,799.0,BownBee Girl's Gathered Dress,999.0,075f83720be6bb1622f0a0d86cdf6ae1
580,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,bc71140c796df3a05d4120882cb42ad3
581,Herberto,849.0,Herberto Girl's A-line Dress,1699.0,60f36907941acf8b0657f91884edf7f1
582,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,decad654beb9df92b93de4b3b8dba682
583,Herberto,1499.0,Herberto Girl's A-line Dress,2999.0,93631f3e74b64f68243fb565e6a9a36b
584,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,8ce08ffb64d7f7d257d4b86bd2cbf0ab
585,Herberto,1025.0,Herberto Girl's High Low Dress,1899.0,b2d9300f6d2b05f2a32fe6baf658c613
586,Fundoo,749.0,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,e6fab8e1e818f3495a6aa120951cd6a1
587,Herberto,649.0,Herberto Girl's A-line Dress,1599.0,af07bdb66f2cab0cc2e51203c96bfd91
588,Herberto,1619.0,Herberto Girl's A-line Dress,2999.0,8af9454fca67ea03d5641f42a45bf32c
589,Jewels Of Jaipur,9414.0,Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,11076.0,d2bab3aa28c02b840141f46478eff5f2
590,Jewels Of Jaipur,9848.0,Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,11587.0,40cf99f40aa188203bc60497d5d5e073
591,BlueStone,28313.0,"BlueStone The Ziva Yellow Gold Diamond, Emerald 18 K Ring",31300.0,33dacd5c7d1f9c4a6edf841217a306da
592,United,1624.0,United Colors of Benetton Striped Round Neck Casual Women's Sweater,2499.0,2f449517d20a0edc06d6bf4a46ffd7b4
593,United,1624.0,United Colors of Benetton Solid Round Neck Casual Women's Sweater,2499.0,8867c25a6afae65f686cc95a113a5717
594,Tapyti,420.0,Tapyti Casual Full Sleeve Solid Women's Top,845.0,2294f01e941fab1461a825c185ed32ba
